"source","target","weight","type"
"look","desper",36,"undirected"
"mind","desper",16,"undirected"
"see","human",148,"undirected"
"feel","human",112,"undirected"
"think","human",179,"undirected"
"look","human",128,"undirected"
"mind","human",90,"undirected"
"see","progress",19,"undirected"
"feel","progress",16,"undirected"
"think","progress",10,"undirected"
"look","progress",15,"undirected"
"mind","progress",5,"undirected"
"see","cabl",16,"undirected"
"feel","cabl",8,"undirected"
"think","cabl",7,"undirected"
"look","cabl",14,"undirected"
"mind","cabl",1,"undirected"
"see","power",83,"undirected"
"feel","power",112,"undirected"
"think","power",101,"undirected"
"look","power",96,"undirected"
"mind","power",30,"undirected"
"see","direct",180,"undirected"
"feel","direct",105,"undirected"
"think","direct",124,"undirected"
"look","direct",316,"undirected"
"mind","direct",21,"undirected"
"see","ignor",52,"undirected"
"feel","ignor",62,"undirected"
"think","ignor",61,"undirected"
"look","ignor",98,"undirected"
"mind","ignor",22,"undirected"
"see","blown",14,"undirected"
"feel","blown",8,"undirected"
"think","blown",16,"undirected"
"look","blown",7,"undirected"
"mind","blown",3,"undirected"
"see","indic",34,"undirected"
"feel","indic",12,"undirected"
"think","indic",25,"undirected"
"look","indic",31,"undirected"
"mind","indic",7,"undirected"
"see","satellit",7,"undirected"
"feel","satellit",1,"undirected"
"think","satellit",12,"undirected"
"look","satellit",14,"undirected"
"mind","satellit",5,"undirected"
"see","sever",129,"undirected"
"feel","sever",63,"undirected"
"think","sever",75,"undirected"
"look","sever",130,"undirected"
"mind","sever",22,"undirected"
"see","detail",45,"undirected"
"feel","detail",26,"undirected"
"think","detail",32,"undirected"
"look","detail",39,"undirected"
"mind","detail",13,"undirected"
"see","view",148,"undirected"
"feel","view",41,"undirected"
"think","view",50,"undirected"
"look","view",91,"undirected"
"mind","view",13,"undirected"
"see","fought",28,"undirected"
"feel","fought",24,"undirected"
"think","fought",23,"undirected"
"look","fought",17,"undirected"
"mind","fought",14,"undirected"
"see","slow",89,"undirected"
"feel","slow",74,"undirected"
"think","slow",64,"undirected"
"look","slow",89,"undirected"
"mind","slow",25,"undirected"
"see","speed",38,"undirected"
"feel","speed",33,"undirected"
"think","speed",35,"undirected"
"look","speed",36,"undirected"
"mind","speed",10,"undirected"
"see","abil",14,"undirected"
"feel","abil",16,"undirected"
"think","abil",22,"undirected"
"look","abil",10,"undirected"
"mind","abil",14,"undirected"
"see","ahead",108,"undirected"
"feel","ahead",39,"undirected"
"think","ahead",72,"undirected"
"look","ahead",96,"undirected"
"mind","ahead",18,"undirected"
"see","compromis",7,"undirected"
"feel","compromis",7,"undirected"
"think","compromis",2,"undirected"
"look","compromis",5,"undirected"
"mind","compromis",2,"undirected"
"see","ram",20,"undirected"
"feel","ram",7,"undirected"
"think","ram",21,"undirected"
"look","ram",12,"undirected"
"mind","ram",4,"undirected"
"see","atmospher",14,"undirected"
"feel","atmospher",10,"undirected"
"think","atmospher",10,"undirected"
"look","atmospher",7,"undirected"
"mind","atmospher",4,"undirected"
"see","escap",51,"undirected"
"feel","escap",26,"undirected"
"think","escap",43,"undirected"
"look","escap",43,"undirected"
"mind","escap",14,"undirected"
"see","explos",22,"undirected"
"feel","explos",10,"undirected"
"think","explos",8,"undirected"
"look","explos",19,"undirected"
"mind","explos",5,"undirected"
"see","safe",43,"undirected"
"feel","safe",81,"undirected"
"think","safe",78,"undirected"
"look","safe",63,"undirected"
"mind","safe",17,"undirected"
"see","secondari",3,"undirected"
"feel","secondari",1,"undirected"
"think","secondari",3,"undirected"
"mind","secondari",1,"undirected"
"see","threat",25,"undirected"
"feel","threat",24,"undirected"
"think","threat",29,"undirected"
"look","threat",21,"undirected"
"mind","threat",11,"undirected"
"see","closer",145,"undirected"
"feel","closer",84,"undirected"
"think","closer",62,"undirected"
"look","closer",167,"undirected"
"mind","closer",13,"undirected"
"see","communic",30,"undirected"
"feel","communic",16,"undirected"
"think","communic",35,"undirected"
"look","communic",25,"undirected"
"mind","communic",11,"undirected"
"see","glanc",385,"undirected"
"feel","glanc",130,"undirected"
"think","glanc",196,"undirected"
"look","glanc",389,"undirected"
"mind","glanc",29,"undirected"
"see","odd",45,"undirected"
"feel","odd",71,"undirected"
"think","odd",67,"undirected"
"look","odd",59,"undirected"
"mind","odd",8,"undirected"
"see","broadcast",6,"undirected"
"feel","broadcast",5,"undirected"
"think","broadcast",7,"undirected"
"look","broadcast",2,"undirected"
"mind","broadcast",2,"undirected"
"see","fire",227,"undirected"
"feel","fire",104,"undirected"
"think","fire",122,"undirected"
"look","fire",150,"undirected"
"mind","fire",28,"undirected"
"see","jerk",38,"undirected"
"feel","jerk",35,"undirected"
"think","jerk",24,"undirected"
"look","jerk",48,"undirected"
"mind","jerk",2,"undirected"
"see","marin",18,"undirected"
"feel","marin",4,"undirected"
"think","marin",8,"undirected"
"look","marin",24,"undirected"
"mind","marin",1,"undirected"
"see","mass",45,"undirected"
"feel","mass",16,"undirected"
"think","mass",21,"undirected"
"look","mass",30,"undirected"
"see","tube",27,"undirected"
"feel","tube",16,"undirected"
"think","tube",16,"undirected"
"look","tube",23,"undirected"
"mind","tube",2,"undirected"
"see","weapon",83,"undirected"
"feel","weapon",37,"undirected"
"think","weapon",60,"undirected"
"look","weapon",73,"undirected"
"mind","weapon",12,"undirected"
"see","whatev",79,"undirected"
"feel","whatev",69,"undirected"
"think","whatev",80,"undirected"
"look","whatev",79,"undirected"
"mind","whatev",27,"undirected"
"see","humor",6,"undirected"
"feel","humor",8,"undirected"
"think","humor",12,"undirected"
"look","humor",8,"undirected"
"mind","humor",1,"undirected"
"see","major",36,"undirected"
"feel","major",11,"undirected"
"think","major",22,"undirected"
"look","major",36,"undirected"
"mind","major",7,"undirected"
"see","probabl",122,"undirected"
"feel","probabl",81,"undirected"
"think","probabl",169,"undirected"
"look","probabl",138,"undirected"
"mind","probabl",27,"undirected"
"see","situat",47,"undirected"
"feel","situat",43,"undirected"
"think","situat",48,"undirected"
"look","situat",48,"undirected"
"mind","situat",15,"undirected"
"see","find",248,"undirected"
"feel","find",153,"undirected"
"think","find",309,"undirected"
"look","find",279,"undirected"
"mind","find",64,"undirected"
"see","grimac",15,"undirected"
"feel","grimac",13,"undirected"
"think","grimac",14,"undirected"
"look","grimac",28,"undirected"
"mind","grimac",3,"undirected"
"see","hole",75,"undirected"
"feel","hole",55,"undirected"
"think","hole",40,"undirected"
"look","hole",70,"undirected"
"mind","hole",16,"undirected"
"see","howev",37,"undirected"
"feel","howev",30,"undirected"
"think","howev",33,"undirected"
"look","howev",27,"undirected"
"mind","howev",12,"undirected"
"see","interact",11,"undirected"
"feel","interact",2,"undirected"
"think","interact",8,"undirected"
"look","interact",5,"undirected"
"mind","interact",2,"undirected"
"see","personnel",8,"undirected"
"feel","personnel",9,"undirected"
"think","personnel",11,"undirected"
"look","personnel",12,"undirected"
"mind","personnel",1,"undirected"
"see","ration",9,"undirected"
"feel","ration",13,"undirected"
"think","ration",17,"undirected"
"look","ration",5,"undirected"
"mind","ration",5,"undirected"
"see","gear",25,"undirected"
"feel","gear",10,"undirected"
"think","gear",9,"undirected"
"look","gear",21,"undirected"
"mind","gear",6,"undirected"
"see","blink",89,"undirected"
"feel","blink",49,"undirected"
"think","blink",71,"undirected"
"look","blink",133,"undirected"
"mind","blink",17,"undirected"
"see","slight",99,"undirected"
"feel","slight",111,"undirected"
"think","slight",70,"undirected"
"look","slight",171,"undirected"
"mind","slight",13,"undirected"
"see","seal",36,"undirected"
"feel","seal",16,"undirected"
"think","seal",14,"undirected"
"look","seal",29,"undirected"
"mind","seal",9,"undirected"
"see","air",159,"undirected"
"feel","air",216,"undirected"
"think","air",107,"undirected"
"look","air",150,"undirected"
"mind","air",35,"undirected"
"see","exist",34,"undirected"
"feel","exist",29,"undirected"
"think","exist",43,"undirected"
"look","exist",16,"undirected"
"mind","exist",14,"undirected"
"see","focus",91,"undirected"
"feel","focus",65,"undirected"
"think","focus",85,"undirected"
"look","focus",95,"undirected"
"mind","focus",44,"undirected"
"see","increas",19,"undirected"
"feel","increas",29,"undirected"
"think","increas",15,"undirected"
"look","increas",22,"undirected"
"mind","increas",5,"undirected"
"see","instal",6,"undirected"
"feel","instal",2,"undirected"
"think","instal",8,"undirected"
"look","instal",7,"undirected"
"mind","instal",2,"undirected"
"see","hundr",104,"undirected"
"feel","hundr",36,"undirected"
"think","hundr",52,"undirected"
"look","hundr",69,"undirected"
"mind","hundr",27,"undirected"
"see","larger",30,"undirected"
"feel","larger",21,"undirected"
"think","larger",13,"undirected"
"look","larger",30,"undirected"
"mind","larger",8,"undirected"
"see","remain",84,"undirected"
"feel","remain",63,"undirected"
"think","remain",73,"undirected"
"look","remain",78,"undirected"
"mind","remain",22,"undirected"
"see","target",34,"undirected"
"feel","target",15,"undirected"
"think","target",19,"undirected"
"look","target",18,"undirected"
"mind","target",1,"undirected"
"see","ton",2,"undirected"
"feel","ton",1,"undirected"
"think","ton",2,"undirected"
"look","ton",1,"undirected"
"mind","ton",2,"undirected"
"see","hatch",46,"undirected"
"feel","hatch",25,"undirected"
"think","hatch",21,"undirected"
"look","hatch",60,"undirected"
"mind","hatch",5,"undirected"
"see","lead",66,"undirected"
"feel","lead",51,"undirected"
"think","lead",50,"undirected"
"look","lead",46,"undirected"
"mind","lead",12,"undirected"
"see","grin",116,"undirected"
"feel","grin",76,"undirected"
"think","grin",82,"undirected"
"look","grin",165,"undirected"
"mind","grin",17,"undirected"
"see","tension",21,"undirected"
"feel","tension",42,"undirected"
"think","tension",12,"undirected"
"look","tension",15,"undirected"
"mind","tension",4,"undirected"
"see","wave",147,"undirected"
"feel","wave",102,"undirected"
"think","wave",75,"undirected"
"look","wave",165,"undirected"
"mind","wave",27,"undirected"
"see","rest",132,"undirected"
"feel","rest",125,"undirected"
"think","rest",134,"undirected"
"look","rest",159,"undirected"
"mind","rest",35,"undirected"
"see","sens",152,"undirected"
"feel","sens",214,"undirected"
"think","sens",160,"undirected"
"look","sens",121,"undirected"
"mind","sens",55,"undirected"
"see","requir",16,"undirected"
"feel","requir",20,"undirected"
"think","requir",20,"undirected"
"look","requir",6,"undirected"
"mind","requir",6,"undirected"
"see","exit",30,"undirected"
"feel","exit",24,"undirected"
"think","exit",15,"undirected"
"look","exit",37,"undirected"
"mind","exit",3,"undirected"
"see","locat",30,"undirected"
"feel","locat",17,"undirected"
"think","locat",25,"undirected"
"look","locat",34,"undirected"
"mind","locat",9,"undirected"
"see","caus",41,"undirected"
"feel","caus",38,"undirected"
"think","caus",53,"undirected"
"look","caus",50,"undirected"
"mind","caus",9,"undirected"
"see","research",15,"undirected"
"feel","research",10,"undirected"
"think","research",19,"undirected"
"look","research",21,"undirected"
"mind","research",7,"undirected"
"see","shift",91,"undirected"
"feel","shift",76,"undirected"
"think","shift",49,"undirected"
"look","shift",122,"undirected"
"mind","shift",21,"undirected"
"see","manufactur",1,"undirected"
"think","manufactur",1,"undirected"
"see","materi",17,"undirected"
"feel","materi",15,"undirected"
"think","materi",19,"undirected"
"look","materi",7,"undirected"
"mind","materi",5,"undirected"
"see","alli",13,"undirected"
"feel","alli",6,"undirected"
"think","alli",11,"undirected"
"look","alli",12,"undirected"
"mind","alli",4,"undirected"
"see","challeng",14,"undirected"
"feel","challeng",17,"undirected"
"think","challeng",15,"undirected"
"look","challeng",14,"undirected"
"mind","challeng",2,"undirected"
"see","respond",42,"undirected"
"feel","respond",62,"undirected"
"think","respond",39,"undirected"
"look","respond",41,"undirected"
"mind","respond",5,"undirected"
"see","actual",159,"undirected"
"feel","actual",105,"undirected"
"think","actual",181,"undirected"
"look","actual",156,"undirected"
"mind","actual",37,"undirected"
"see","centuri",6,"undirected"
"feel","centuri",6,"undirected"
"think","centuri",9,"undirected"
"look","centuri",9,"undirected"
"mind","centuri",3,"undirected"
"see","muscl",44,"undirected"
"feel","muscl",78,"undirected"
"think","muscl",22,"undirected"
"look","muscl",36,"undirected"
"mind","muscl",6,"undirected"
"see","tens",34,"undirected"
"feel","tens",47,"undirected"
"think","tens",24,"undirected"
"look","tens",36,"undirected"
"mind","tens",4,"undirected"
"see","shock",98,"undirected"
"feel","shock",84,"undirected"
"think","shock",41,"undirected"
"look","shock",116,"undirected"
"mind","shock",15,"undirected"
"see","form",80,"undirected"
"feel","form",50,"undirected"
"think","form",45,"undirected"
"look","form",53,"undirected"
"mind","form",26,"undirected"
"see","individu",20,"undirected"
"feel","individu",7,"undirected"
"think","individu",11,"undirected"
"look","individu",12,"undirected"
"mind","individu",9,"undirected"
"see","maneuv",17,"undirected"
"feel","maneuv",15,"undirected"
"think","maneuv",7,"undirected"
"look","maneuv",8,"undirected"
"see","trust",33,"undirected"
"feel","trust",51,"undirected"
"think","trust",81,"undirected"
"look","trust",46,"undirected"
"mind","trust",15,"undirected"
"see","physic",28,"undirected"
"feel","physic",48,"undirected"
"think","physic",49,"undirected"
"look","physic",31,"undirected"
"mind","physic",23,"undirected"
"see","alert",25,"undirected"
"feel","alert",18,"undirected"
"think","alert",15,"undirected"
"look","alert",26,"undirected"
"mind","alert",8,"undirected"
"see","appar",52,"undirected"
"feel","appar",28,"undirected"
"think","appar",50,"undirected"
"look","appar",58,"undirected"
"mind","appar",8,"undirected"
"see","arc",18,"undirected"
"feel","arc",2,"undirected"
"think","arc",6,"undirected"
"look","arc",8,"undirected"
"mind","arc",1,"undirected"
"see","cut",96,"undirected"
"feel","cut",71,"undirected"
"think","cut",82,"undirected"
"look","cut",121,"undirected"
"mind","cut",18,"undirected"
"see","format",10,"undirected"
"feel","format",4,"undirected"
"think","format",8,"undirected"
"look","format",11,"undirected"
"mind","format",1,"undirected"
"see","highlight",8,"undirected"
"feel","highlight",2,"undirected"
"think","highlight",5,"undirected"
"look","highlight",3,"undirected"
"mind","highlight",1,"undirected"
"see","blast",30,"undirected"
"feel","blast",28,"undirected"
"think","blast",16,"undirected"
"look","blast",21,"undirected"
"mind","blast",1,"undirected"
"see","damag",38,"undirected"
"feel","damag",26,"undirected"
"think","damag",34,"undirected"
"look","damag",26,"undirected"
"mind","damag",7,"undirected"
"see","multipl",9,"undirected"
"feel","multipl",2,"undirected"
"think","multipl",6,"undirected"
"look","multipl",6,"undirected"
"see","pattern",41,"undirected"
"feel","pattern",14,"undirected"
"think","pattern",11,"undirected"
"look","pattern",25,"undirected"
"mind","pattern",11,"undirected"
"see","scale",20,"undirected"
"feel","scale",6,"undirected"
"think","scale",22,"undirected"
"look","scale",14,"undirected"
"mind","scale",3,"undirected"
"see","star",87,"undirected"
"feel","star",35,"undirected"
"think","star",66,"undirected"
"look","star",78,"undirected"
"mind","star",16,"undirected"
"see","consid",69,"undirected"
"feel","consid",49,"undirected"
"think","consid",119,"undirected"
"look","consid",95,"undirected"
"mind","consid",24,"undirected"
"see","debri",21,"undirected"
"feel","debri",7,"undirected"
"think","debri",7,"undirected"
"look","debri",12,"undirected"
"mind","debri",1,"undirected"
"see","eyebrow",38,"undirected"
"feel","eyebrow",22,"undirected"
"think","eyebrow",42,"undirected"
"look","eyebrow",109,"undirected"
"mind","eyebrow",4,"undirected"
"see","fight",72,"undirected"
"feel","fight",53,"undirected"
"think","fight",72,"undirected"
"look","fight",78,"undirected"
"mind","fight",20,"undirected"
"see","forward",171,"undirected"
"feel","forward",126,"undirected"
"think","forward",105,"undirected"
"look","forward",270,"undirected"
"mind","forward",27,"undirected"
"see","imag",113,"undirected"
"feel","imag",53,"undirected"
"think","imag",70,"undirected"
"look","imag",110,"undirected"
"mind","imag",103,"undirected"
"see","jab",9,"undirected"
"feel","jab",9,"undirected"
"think","jab",5,"undirected"
"look","jab",12,"undirected"
"see","within",67,"undirected"
"feel","within",76,"undirected"
"think","within",55,"undirected"
"look","within",47,"undirected"
"mind","within",42,"undirected"
"see","space",145,"undirected"
"feel","space",64,"undirected"
"think","space",104,"undirected"
"look","space",123,"undirected"
"mind","space",31,"undirected"
"see","design",22,"undirected"
"feel","design",5,"undirected"
"think","design",34,"undirected"
"look","design",30,"undirected"
"mind","design",7,"undirected"
"see","debat",7,"undirected"
"feel","debat",4,"undirected"
"think","debat",9,"undirected"
"look","debat",10,"undirected"
"mind","debat",3,"undirected"
"see","follow",249,"undirected"
"feel","follow",128,"undirected"
"think","follow",175,"undirected"
"look","follow",264,"undirected"
"mind","follow",42,"undirected"
"see","harder",21,"undirected"
"feel","harder",17,"undirected"
"think","harder",29,"undirected"
"look","harder",25,"undirected"
"mind","harder",8,"undirected"
"see","option",17,"undirected"
"feel","option",13,"undirected"
"think","option",37,"undirected"
"look","option",20,"undirected"
"mind","option",8,"undirected"
"see","deck",50,"undirected"
"feel","deck",22,"undirected"
"think","deck",23,"undirected"
"look","deck",51,"undirected"
"mind","deck",3,"undirected"
"see","effect",36,"undirected"
"feel","effect",58,"undirected"
"think","effect",42,"undirected"
"look","effect",33,"undirected"
"mind","effect",17,"undirected"
"see","messag",67,"undirected"
"feel","messag",33,"undirected"
"think","messag",73,"undirected"
"look","messag",59,"undirected"
"mind","messag",9,"undirected"
"see","pressur",30,"undirected"
"feel","pressur",62,"undirected"
"think","pressur",18,"undirected"
"look","pressur",11,"undirected"
"mind","pressur",14,"undirected"
"see","outcom",4,"undirected"
"feel","outcom",7,"undirected"
"think","outcom",6,"undirected"
"look","outcom",3,"undirected"
"mind","outcom",3,"undirected"
"see","risk",46,"undirected"
"feel","risk",29,"undirected"
"think","risk",45,"undirected"
"look","risk",31,"undirected"
"mind","risk",7,"undirected"
"see","maintain",6,"undirected"
"feel","maintain",8,"undirected"
"think","maintain",9,"undirected"
"look","maintain",9,"undirected"
"mind","maintain",3,"undirected"
"see","grit",13,"undirected"
"feel","grit",9,"undirected"
"think","grit",8,"undirected"
"look","grit",8,"undirected"
"mind","grit",4,"undirected"
"see","extend",38,"undirected"
"feel","extend",27,"undirected"
"think","extend",25,"undirected"
"look","extend",42,"undirected"
"mind","extend",13,"undirected"
"see","economi",1,"undirected"
"feel","economi",1,"undirected"
"think","economi",2,"undirected"
"look","economi",1,"undirected"
"mind","economi",2,"undirected"
"see","twist",89,"undirected"
"feel","twist",49,"undirected"
"think","twist",42,"undirected"
"look","twist",84,"undirected"
"mind","twist",17,"undirected"
"see","snap",59,"undirected"
"feel","snap",41,"undirected"
"think","snap",63,"undirected"
"look","snap",86,"undirected"
"mind","snap",12,"undirected"
"see","grip",59,"undirected"
"feel","grip",99,"undirected"
"think","grip",48,"undirected"
"look","grip",66,"undirected"
"mind","grip",18,"undirected"
"see","rout",19,"undirected"
"feel","rout",5,"undirected"
"think","rout",13,"undirected"
"look","rout",18,"undirected"
"mind","rout",11,"undirected"
"see","unconsci",17,"undirected"
"feel","unconsci",12,"undirected"
"think","unconsci",13,"undirected"
"look","unconsci",24,"undirected"
"mind","unconsci",12,"undirected"
"see","various",27,"undirected"
"feel","various",7,"undirected"
"think","various",14,"undirected"
"look","various",19,"undirected"
"mind","various",3,"undirected"
"see","similar",42,"undirected"
"feel","similar",17,"undirected"
"think","similar",26,"undirected"
"look","similar",24,"undirected"
"mind","similar",12,"undirected"
"see","closest",20,"undirected"
"feel","closest",7,"undirected"
"think","closest",6,"undirected"
"look","closest",17,"undirected"
"mind","closest",1,"undirected"
"see","confus",71,"undirected"
"feel","confus",41,"undirected"
"think","confus",47,"undirected"
"look","confus",140,"undirected"
"mind","confus",24,"undirected"
"see","scrambl",26,"undirected"
"feel","scrambl",17,"undirected"
"think","scrambl",18,"undirected"
"look","scrambl",33,"undirected"
"mind","scrambl",5,"undirected"
"see","tore",15,"undirected"
"feel","tore",10,"undirected"
"think","tore",14,"undirected"
"look","tore",12,"undirected"
"mind","tore",5,"undirected"
"see","tumbl",18,"undirected"
"feel","tumbl",11,"undirected"
"think","tumbl",13,"undirected"
"look","tumbl",16,"undirected"
"mind","tumbl",7,"undirected"
"see","civilian",11,"undirected"
"feel","civilian",4,"undirected"
"think","civilian",8,"undirected"
"look","civilian",9,"undirected"
"mind","civilian",1,"undirected"
"see","intent",37,"undirected"
"feel","intent",26,"undirected"
"think","intent",41,"undirected"
"look","intent",65,"undirected"
"mind","intent",9,"undirected"
"see","armor",23,"undirected"
"feel","armor",13,"undirected"
"think","armor",15,"undirected"
"look","armor",19,"undirected"
"mind","armor",5,"undirected"
"see","sprawl",16,"undirected"
"feel","sprawl",7,"undirected"
"think","sprawl",6,"undirected"
"look","sprawl",10,"undirected"
"mind","sprawl",5,"undirected"
"see","grumbl",4,"undirected"
"feel","grumbl",4,"undirected"
"think","grumbl",3,"undirected"
"look","grumbl",12,"undirected"
"see","launch",39,"undirected"
"feel","launch",21,"undirected"
"think","launch",29,"undirected"
"look","launch",25,"undirected"
"mind","launch",8,"undirected"
"see","team",46,"undirected"
"feel","team",31,"undirected"
"think","team",58,"undirected"
"look","team",79,"undirected"
"mind","team",14,"undirected"
"see","upward",25,"undirected"
"feel","upward",8,"undirected"
"think","upward",9,"undirected"
"look","upward",29,"undirected"
"mind","upward",1,"undirected"
"see","section",24,"undirected"
"feel","section",15,"undirected"
"think","section",12,"undirected"
"look","section",28,"undirected"
"mind","section",2,"undirected"
"see","immedi",90,"undirected"
"feel","immedi",75,"undirected"
"think","immedi",84,"undirected"
"look","immedi",88,"undirected"
"mind","immedi",20,"undirected"
"see","shield",29,"undirected"
"feel","shield",9,"undirected"
"think","shield",7,"undirected"
"look","shield",22,"undirected"
"mind","shield",6,"undirected"
"see","frantic",30,"undirected"
"feel","frantic",21,"undirected"
"think","frantic",16,"undirected"
"look","frantic",23,"undirected"
"mind","frantic",7,"undirected"
"see","scatter",21,"undirected"
"feel","scatter",10,"undirected"
"think","scatter",17,"undirected"
"look","scatter",12,"undirected"
"see","awar",63,"undirected"
"feel","awar",73,"undirected"
"think","awar",70,"undirected"
"look","awar",59,"undirected"
"mind","awar",37,"undirected"
"see","militari",24,"undirected"
"feel","militari",13,"undirected"
"think","militari",16,"undirected"
"look","militari",29,"undirected"
"mind","militari",4,"undirected"
"see","salut",13,"undirected"
"feel","salut",4,"undirected"
"think","salut",7,"undirected"
"look","salut",18,"undirected"
"see","action",37,"undirected"
"feel","action",20,"undirected"
"think","action",39,"undirected"
"look","action",16,"undirected"
"mind","action",5,"undirected"
"see","confer",17,"undirected"
"feel","confer",10,"undirected"
"think","confer",20,"undirected"
"look","confer",28,"undirected"
"mind","confer",5,"undirected"
"see","huge",58,"undirected"
"feel","huge",31,"undirected"
"think","huge",20,"undirected"
"look","huge",39,"undirected"
"mind","huge",7,"undirected"
"see","aliv",72,"undirected"
"feel","aliv",76,"undirected"
"think","aliv",83,"undirected"
"look","aliv",67,"undirected"
"mind","aliv",21,"undirected"
"see","skill",16,"undirected"
"feel","skill",6,"undirected"
"think","skill",15,"undirected"
"look","skill",10,"undirected"
"mind","skill",6,"undirected"
"see","hide",62,"undirected"
"feel","hide",41,"undirected"
"think","hide",51,"undirected"
"look","hide",59,"undirected"
"mind","hide",11,"undirected"
"see","confirm",24,"undirected"
"feel","confirm",13,"undirected"
"think","confirm",23,"undirected"
"look","confirm",44,"undirected"
"mind","confirm",4,"undirected"
"see","report",52,"undirected"
"feel","report",25,"undirected"
"think","report",54,"undirected"
"look","report",63,"undirected"
"mind","report",6,"undirected"
"see","expand",14,"undirected"
"feel","expand",15,"undirected"
"think","expand",10,"undirected"
"look","expand",10,"undirected"
"mind","expand",9,"undirected"
"see","total",27,"undirected"
"feel","total",15,"undirected"
"think","total",30,"undirected"
"look","total",38,"undirected"
"mind","total",8,"undirected"
"see","engin",42,"undirected"
"feel","engin",41,"undirected"
"think","engin",47,"undirected"
"look","engin",48,"undirected"
"mind","engin",10,"undirected"
"see","guard",96,"undirected"
"feel","guard",44,"undirected"
"think","guard",67,"undirected"
"look","guard",94,"undirected"
"mind","guard",8,"undirected"
"see","interior",15,"undirected"
"feel","interior",5,"undirected"
"think","interior",8,"undirected"
"look","interior",18,"undirected"
"mind","interior",2,"undirected"
"see","stream",52,"undirected"
"feel","stream",39,"undirected"
"think","stream",24,"undirected"
"look","stream",31,"undirected"
"mind","stream",9,"undirected"
"see","capabl",16,"undirected"
"feel","capabl",10,"undirected"
"think","capabl",20,"undirected"
"look","capabl",19,"undirected"
"mind","capabl",4,"undirected"
"see","screw",11,"undirected"
"feel","screw",8,"undirected"
"think","screw",23,"undirected"
"look","screw",20,"undirected"
"mind","screw",5,"undirected"
"see","updat",4,"undirected"
"feel","updat",3,"undirected"
"think","updat",1,"undirected"
"look","updat",6,"undirected"
"mind","updat",3,"undirected"
"see","beam",41,"undirected"
"feel","beam",15,"undirected"
"think","beam",18,"undirected"
"look","beam",36,"undirected"
"mind","beam",4,"undirected"
"see","sharp",43,"undirected"
"feel","sharp",48,"undirected"
"think","sharp",24,"undirected"
"look","sharp",65,"undirected"
"mind","sharp",11,"undirected"
"see","combin",14,"undirected"
"feel","combin",16,"undirected"
"think","combin",15,"undirected"
"look","combin",13,"undirected"
"mind","combin",6,"undirected"
"see","swept",21,"undirected"
"feel","swept",30,"undirected"
"think","swept",15,"undirected"
"look","swept",24,"undirected"
"mind","swept",3,"undirected"
"see","dock",21,"undirected"
"feel","dock",9,"undirected"
"think","dock",6,"undirected"
"look","dock",19,"undirected"
"mind","dock",5,"undirected"
"see","imposs",49,"undirected"
"feel","imposs",39,"undirected"
"think","imposs",51,"undirected"
"look","imposs",38,"undirected"
"mind","imposs",11,"undirected"
"see","superior",5,"undirected"
"feel","superior",10,"undirected"
"think","superior",5,"undirected"
"look","superior",10,"undirected"
"mind","superior",1,"undirected"
"see","access",26,"undirected"
"feel","access",20,"undirected"
"think","access",21,"undirected"
"look","access",12,"undirected"
"mind","access",10,"undirected"
"see","method",2,"undirected"
"feel","method",6,"undirected"
"think","method",10,"undirected"
"look","method",2,"undirected"
"mind","method",5,"undirected"
"see","necessari",15,"undirected"
"feel","necessari",21,"undirected"
"think","necessari",18,"undirected"
"look","necessari",10,"undirected"
"mind","necessari",7,"undirected"
"see","provid",22,"undirected"
"feel","provid",11,"undirected"
"think","provid",11,"undirected"
"look","provid",9,"undirected"
"mind","provid",6,"undirected"
"see","approach",109,"undirected"
"feel","approach",56,"undirected"
"think","approach",44,"undirected"
"look","approach",93,"undirected"
"mind","approach",14,"undirected"
"see","glow",81,"undirected"
"feel","glow",34,"undirected"
"think","glow",35,"undirected"
"look","glow",45,"undirected"
"mind","glow",8,"undirected"
"see","estim",15,"undirected"
"feel","estim",2,"undirected"
"think","estim",10,"undirected"
"look","estim",12,"undirected"
"mind","estim",4,"undirected"
"see","tingl",8,"undirected"
"feel","tingl",40,"undirected"
"think","tingl",8,"undirected"
"look","tingl",11,"undirected"
"mind","tingl",5,"undirected"
"see","frustrat",25,"undirected"
"feel","frustrat",38,"undirected"
"think","frustrat",27,"undirected"
"look","frustrat",34,"undirected"
"mind","frustrat",7,"undirected"
"see","scan",66,"undirected"
"feel","scan",35,"undirected"
"think","scan",23,"undirected"
"look","scan",75,"undirected"
"mind","scan",6,"undirected"
"see","surg",16,"undirected"
"feel","surg",80,"undirected"
"think","surg",16,"undirected"
"look","surg",19,"undirected"
"mind","surg",7,"undirected"
"see","surrend",5,"undirected"
"feel","surrend",6,"undirected"
"think","surrend",3,"undirected"
"look","surrend",9,"undirected"
"see","danger",47,"undirected"
"feel","danger",41,"undirected"
"think","danger",85,"undirected"
"look","danger",51,"undirected"
"mind","danger",12,"undirected"
"see","gut",25,"undirected"
"feel","gut",70,"undirected"
"think","gut",21,"undirected"
"look","gut",32,"undirected"
"mind","gut",5,"undirected"
"see","deal",38,"undirected"
"feel","deal",41,"undirected"
"think","deal",49,"undirected"
"look","deal",26,"undirected"
"mind","deal",4,"undirected"
"see","posit",85,"undirected"
"feel","posit",56,"undirected"
"think","posit",78,"undirected"
"look","posit",72,"undirected"
"mind","posit",15,"undirected"
